section_id,road_type,month,road_age,traffic,rainfall,road_condition,damage_level,repair_event,repair_quality,repair_count,months_since_repair,previous_condition
S051,Residential,6,8,1122,147.38,82.15,17.85,0,0.0,0,16,84.85
S051,Residential,7,8,1122,154.38,78.94,21.06,0,0.0,0,17,82.15
S051,Residential,8,8,1122,201.94,75.07,24.93,0,0.0,0,18,78.94
S051,Residential,9,8,1122,105.54,72.24,27.76,0,0.0,0,19,75.07
S051,Residential,10,8,1122,70.79,70.05,29.95,0,0.0,0,20,72.24
S051,Residential,11,8,1122,32.36,67.67,32.33,0,0.0,0,21,70.05
S051,Residential,12,8,1122,22.54,65.49,34.51,0,0.0,0,22,67.67
S051,Residential,13,8,1122,26.15,63.42,36.58,0,0.0,0,23,65.49
S051,Residential,14,8,1122,28.56,61.05,38.95,0,0.0,0,24,63.42
S051,Residential,15,8,1122,28.9,58.97,41.03,0,0.0,0,25,61.05
S051,Residential,16,8,1122,26.47,56.8,43.2,0,0.0,0,26,58.97
S051,Residential,17,8,1122,56.01,53.83,46.17,0,0.0,0,27,56.8
S051,Residential,18,8,1122,101.84,50.85,49.15,0,0.0,0,28,53.83
S051,Residential,19,8,1122,203.01,46.65,53.35,0,0.0,0,29,50.85
S051,Residential,20,8,1122,190.03,42.16,57.84,0,0.0,0,30,46.65
S051,Residential,21,8,1122,141.51,61.72,38.28,1,0.56,0,0,42.16
S051,Residential,22,8,1122,72.9,59.42,40.58,0,0.0,0,1,61.72
S051,Residential,23,8,1122,37.45,56.92,43.08,0,0.0,0,2,59.42
S051,Residential,24,8,1122,27.53,54.61,45.39,0,0.0,0,3,56.92
S051,Residential,25,8,1122,19.86,52.59,47.41,0,0.0,0,4,54.61
S051,Residential,26,8,1122,19.51,49.87,50.13,0,0.0,0,5,52.59
S051,Residential,27,8,1122,25.74,47.38,52.62,0,0.0,0,6,49.87
S051,Residential,28,8,1122,31.43,45.01,54.99,0,0.0,1,7,47.38
S051,Residential,29,8,1122,47.15,42.23,57.77,0,0.0,1,8,45.01
S051,Residential,30,8,1122,121.39,63.58,36.42,1,0.61,1,0,42.23
S051,Residential,31,8,1122,186.96,59.53,40.47,0,0.0,1,1,63.58
S051,Residential,32,8,1122,130.2,56.24,43.76,0,0.0,1,2,59.53
S051,Residential,33,8,1122,115.51,52.96,47.04,0,0.0,1,3,56.24
S051,Residential,34,8,1122,63.49,50.23,49.77,0,0.0,1,4,52.96
S051,Residential,35,8,1122,24.98,48.14,51.86,0,0.0,1,5,50.23
S051,Residential,36,8,1122,20.7,45.96,54.04,0,0.0,1,6,48.14
S052,Highway,1,5,34315,25.65,82.17,17.83,0,0.0,0,12,88.91
S052,Highway,2,5,34315,18.49,75.54,24.46,0,0.0,0,13,82.17
S052,Highway,3,5,34315,17.4,69.22,30.78,0,0.0,0,14,75.54
S052,Highway,4,5,34315,33.77,61.92,38.08,0,0.0,0,15,69.22
S052,Highway,5,5,34315,43.31,54.76,45.24,0,0.0,0,16,61.92
S052,Highway,6,5,34315,131.76,46.68,53.32,0,0.0,0,17,54.76
S052,Highway,7,5,34315,129.63,38.24,61.76,0,0.0,0,18,46.68
S052,Highway,8,5,34315,184.69,29.52,70.48,0,0.0,0,19,38.24
S052,Highway,9,5,34315,108.46,21.08,78.92,0,0.0,0,20,29.52
S052,Highway,10,5,34315,77.93,12.41,87.59,0,0.0,0,21,21.08
S052,Highway,11,5,34315,31.94,4.62,95.38,0,0.0,0,22,12.41
S052,Highway,12,5,34315,30.19,25.12,74.88,1,0.59,0,0,4.62
S052,Highway,13,5,34315,17.4,54.23,45.77,1,0.83,0,0,25.12
S052,Highway,14,5,34315,5.84,47.12,52.88,0,0.0,0,1,54.23
S052,Highway,15,5,34315,31.0,39.92,60.08,0,0.0,0,2,47.12
S052,Highway,16,5,34315,32.57,32.29,67.71,0,0.0,0,3,39.92
S052,Highway,17,5,34315,39.57,24.23,75.77,0,0.0,0,4,32.29
S052,Highway,18,5,34315,113.01,15.72,84.28,0,0.0,0,5,24.23
S052,Highway,19,5,34315,185.14,36.47,63.53,1,0.59,0,0,15.72
S052,Highway,20,5,34315,170.78,27.58,72.42,0,0.0,1,1,36.47
S052,Highway,21,5,34315,91.07,18.9,81.1,0,0.0,1,2,27.58
S052,Highway,22,5,34315,61.95,10.43,89.57,0,0.0,1,3,18.9
S052,Highway,23,5,34315,35.84,2.07,97.93,0,0.0,1,4,10.43
S052,Highway,24,5,34315,25.27,0.0,100.0,0,0.0,1,5,2.07
S052,Highway,25,5,34315,33.62,28.81,71.19,1,0.82,1,0,0.0
S052,Highway,26,5,34315,22.5,21.47,78.53,0,0.0,1,1,28.81
S052,Highway,27,5,34315,24.33,42.42,57.58,1,0.6,1,0,21.47
S052,Highway,28,5,34315,31.29,35.08,64.92,0,0.0,1,1,42.42
S052,Highway,29,5,34315,60.03,27.64,72.36,0,0.0,1,2,35.08
S052,Highway,30,5,34315,122.83,19.29,80.71,0,0.0,1,3,27.64
S052,Highway,31,5,34315,199.29,9.37,90.63,0,0.0,1,4,19.29
S052,Highway,32,5,34315,110.8,0.49,99.51,0,0.0,1,5,9.37
S052,Highway,33,5,34315,117.02,18.45,81.55,1,0.51,1,0,0.49
S052,Highway,34,5,34315,76.67,10.46,89.54,0,0.0,1,1,18.45
S052,Highway,35,5,34315,33.49,2.57,97.43,0,0.0,1,2,10.46
S052,Highway,36,5,34315,21.08,0.0,100.0,0,0.0,1,3,2.57
S053,Main Road,1,15,11287,22.22,87.67,12.33,0,0.0,0,2,91.48
S053,Main Road,2,15,11287,21.02,84.12,15.88,0,0.0,0,3,87.67
S053,Main Road,3,15,11287,18.99,80.57,19.43,0,0.0,0,4,84.12
S053,Main Road,4,15,11287,32.92,76.22,23.78,0,0.0,0,5,80.57
S053,Main Road,5,15,11287,57.62,72.2,27.8,0,0.0,0,6,76.22
S053,Main Road,6,15,11287,114.01,67.2,32.8,0,0.0,0,7,72.2
S053,Main Road,7,15,11287,177.48,61.7,38.3,0,0.0,0,8,67.2
S053,Main Road,8,15,11287,147.3,56.54,43.46,0,0.0,0,9,61.7
S053,Main Road,9,15,11287,112.53,51.62,48.38,0,0.0,0,10,56.54
S053,Main Road,10,15,11287,74.93,46.87,53.13,0,0.0,0,11,51.62
S053,Main Road,11,15,11287,36.86,41.86,58.14,0,0.0,0,12,46.87
S053,Main Road,12,15,11287,23.72,37.34,62.66,0,0.0,0,13,41.86
S053,Main Road,13,15,11287,31.85,32.41,67.59,0,0.0,0,14,37.34
S053,Main Road,14,15,11287,27.15,27.43,72.57,0,0.0,0,15,32.41
S053,Main Road,15,15,11287,34.95,49.87,50.13,1,0.64,0,0,27.43
S053,Main Road,16,15,11287,36.84,44.89,55.11,0,0.0,0,1,49.87
S053,Main Road,17,15,11287,52.54,39.61,60.39,0,0.0,0,2,44.89
S053,Main Road,18,15,11287,124.93,33.93,66.07,0,0.0,0,3,39.61
S053,Main Road,19,15,11287,173.73,27.59,72.41,0,0.0,0,4,33.93
S053,Main Road,20,15,11287,187.95,21.21,78.79,0,0.0,0,5,27.59
S053,Main Road,21,15,11287,120.8,50.68,49.32,1,0.84,0,0,21.21
S053,Main Road,22,15,11287,60.39,46.03,53.97,0,0.0,0,1,50.68
S053,Main Road,23,15,11287,38.53,41.62,58.38,0,0.0,0,2,46.03
S053,Main Road,24,15,11287,16.18,37.34,62.66,0,0.0,1,3,41.62
S053,Main Road,25,15,11287,24.53,32.54,67.46,0,0.0,1,4,37.34
S053,Main Road,26,15,11287,22.1,27.43,72.57,0,0.0,1,5,32.54
S053,Main Road,27,15,11287,20.68,22.61,77.39,0,0.0,1,6,27.43
S053,Main Road,28,15,11287,41.72,17.14,82.86,0,0.0,1,7,22.61
S053,Main Road,29,15,11287,63.59,11.83,88.17,0,0.0,1,8,17.14
S053,Main Road,30,15,11287,130.5,35.28,64.72,1,0.67,1,0,11.83
S053,Main Road,31,15,11287,176.5,63.5,36.5,1,0.81,1,0,35.28
S053,Main Road,32,15,11287,173.92,58.14,41.86,0,0.0,1,1,63.5
S053,Main Road,33,15,11287,111.21,52.96,47.04,0,0.0,1,2,58.14
S053,Main Road,34,15,11287,61.72,48.09,51.91,0,0.0,1,3,52.96
S053,Main Road,35,15,11287,37.33,43.75,56.25,0,0.0,1,4,48.09
S053,Main Road,36,15,11287,19.24,65.5,34.5,1,0.62,1,0,43.75
S054,Main Road,1,6,7511,13.76,83.35,16.65,0,0.0,0,3,86.08
S054,Main Road,2,6,7511,26.31,81.11,18.89,0,0.0,0,4,83.35
S054,Main Road,3,6,7511,23.36,78.73,21.27,0,0.0,0,5,81.11
S054,Main Road,4,6,7511,33.22,76.12,23.88,0,0.0,0,6,78.73
S054,Main Road,5,6,7511,67.34,72.78,27.22,0,0.0,0,7,76.12
S054,Main Road,6,6,7511,111.43,69.0,31.0,0,0.0,0,8,72.78
S054,Main Road,7,6,7511,157.31,64.87,35.13,0,0.0,0,9,69.0
S054,Main Road,8,6,7511,154.61,60.41,39.59,0,0.0,1,10,64.87
S054,Main Road,9,6,7511,91.31,56.61,43.39,0,0.0,1,11,60.41
S054,Main Road,10,6,7511,68.36,52.73,47.27,0,0.0,1,12,56.61
S054,Main Road,11,6,7511,33.04,49.2,50.8,0,0.0,1,13,52.73
S054,Main Road,12,6,7511,22.46,46.15,53.85,0,0.0,1,14,49.2
S054,Main Road,13,6,7511,22.03,43.02,56.98,0,0.0,1,15,46.15
S054,Main Road,14,6,7511,19.47,74.52,25.48,1,0.9,1,0,43.02
S054,Main Road,15,6,7511,25.42,71.82,28.18,0,0.0,1,1,74.52
S054,Main Road,16,6,7511,32.27,69.15,30.85,0,0.0,1,2,71.82
S054,Main Road,17,6,7511,55.6,65.76,34.24,0,0.0,2,3,69.15
S054,Main Road,18,6,7511,112.59,61.91,38.09,0,0.0,2,4,65.76
S054,Main Road,19,6,7511,177.59,57.65,42.35,0,0.0,2,5,61.91
S054,Main Road,20,6,7511,159.1,53.3,46.7,0,0.0,2,6,57.65
S054,Main Road,21,6,7511,81.44,49.61,50.39,0,0.0,2,7,53.3
S054,Main Road,22,6,7511,79.58,45.6,54.4,0,0.0,2,8,49.61
S054,Main Road,23,6,7511,35.22,42.54,57.46,0,0.0,2,9,45.6
S054,Main Road,24,6,7511,27.22,39.29,60.71,0,0.0,2,10,42.54
S054,Main Road,25,6,7511,29.76,35.96,64.04,0,0.0,2,11,39.29
S054,Main Road,26,6,7511,14.89,32.54,67.46,0,0.0,2,12,35.96
S054,Main Road,27,6,7511,29.23,28.53,71.47,0,0.0,2,13,32.54
S054,Main Road,28,6,7511,23.83,25.15,74.85,0,0.0,2,14,28.53
S054,Main Road,29,6,7511,58.57,20.84,79.16,0,0.0,2,15,25.15
S054,Main Road,30,6,7511,128.46,16.23,83.77,0,0.0,2,16,20.84
S054,Main Road,31,6,7511,177.01,36.25,63.75,1,0.57,2,0,16.23
S054,Main Road,32,6,7511,138.48,31.9,68.1,0,0.0,2,1,36.25
S054,Main Road,33,6,7511,62.03,61.31,38.69,1,0.84,2,0,31.9
S054,Main Road,34,6,7511,61.35,58.04,41.96,0,0.0,2,1,61.31
S054,Main Road,35,6,7511,28.5,55.29,44.71,0,0.0,2,2,58.04
S054,Main Road,36,6,7511,25.55,52.49,47.51,0,0.0,2,3,55.29
S055,Main Road,1,11,11546,21.97,79.4,20.6,0,0.0,0,6,82.84
S055,Main Road,2,11,11546,22.28,75.37,24.63,0,0.0,0,7,79.4
S055,Main Road,3,11,11546,22.7,71.35,28.65,0,0.0,0,8,75.37
S055,Main Road,4,11,11546,31.35,67.29,32.71,0,0.0,0,9,71.35
S055,Main Road,5,11,11546,45.48,62.99,37.01,0,0.0,0,10,67.29
S055,Main Road,6,11,11546,88.47,58.31,41.69,0,0.0,0,11,62.99
S055,Main Road,7,11,11546,169.47,52.41,47.59,0,0.0,0,12,58.31
S055,Main Road,8,11,11546,163.79,46.81,53.19,0,0.0,0,13,52.41
S055,Main Road,9,11,11546,135.87,41.47,58.53,0,0.0,0,14,46.81
S055,Main Road,10,11,11546,56.62,36.99,63.01,0,0.0,0,15,41.47
S055,Main Road,11,11,11546,37.75,32.15,67.85,0,0.0,0,16,36.99
S055,Main Road,12,11,11546,23.37,27.93,72.07,0,0.0,0,17,32.15
S055,Main Road,13,11,11546,22.65,23.64,76.36,0,0.0,0,18,27.93
S055,Main Road,14,11,11546,12.86,18.6,81.4,0,0.0,0,19,23.64
S055,Main Road,15,11,11546,27.58,13.89,86.11,0,0.0,0,20,18.6
S055,Main Road,16,11,11546,40.11,8.51,91.49,0,0.0,0,21,13.89
S055,Main Road,17,11,11546,58.97,33.07,66.93,1,0.7,0,0,8.51
S055,Main Road,18,11,11546,107.47,27.47,72.53,0,0.0,0,1,33.07
S055,Main Road,19,11,11546,169.83,21.57,78.43,0,0.0,0,2,27.47
S055,Main Road,20,11,11546,155.05,15.4,84.6,0,0.0,0,3,21.57
S055,Main Road,21,11,11546,119.99,9.79,90.21,0,0.0,0,4,15.4
S055,Main Road,22,11,11546,75.88,31.35,68.65,1,0.62,0,0,9.79
S055,Main Road,23,11,11546,33.53,26.33,73.67,0,0.0,0,1,31.35
S055,Main Road,24,11,11546,15.87,52.58,47.42,1,0.75,0,0,26.33
S055,Main Road,25,11,11546,15.82,48.4,51.6,0,0.0,0,1,52.58
S055,Main Road,26,11,11546,16.08,43.93,56.07,0,0.0,0,2,48.4
S055,Main Road,27,11,11546,29.64,70.87,29.13,1,0.77,0,0,43.93
S055,Main Road,28,11,11546,37.85,67.25,32.75,0,0.0,0,1,70.87
S055,Main Road,29,11,11546,60.47,62.94,37.06,0,0.0,0,2,67.25
S055,Main Road,30,11,11546,106.96,58.29,41.71,0,0.0,0,3,62.94
S055,Main Road,31,11,11546,167.77,52.92,47.08,0,0.0,0,4,58.29
S055,Main Road,32,11,11546,181.47,47.27,52.73,0,0.0,0,5,52.92
S055,Main Road,33,11,11546,136.78,41.74,58.26,0,0.0,0,6,47.27
S055,Main Road,34,11,11546,73.94,36.95,63.05,0,0.0,0,7,41.74
S055,Main Road,35,11,11546,39.82,65.43,34.57,1,0.81,0,0,36.95
S055,Main Road,36,11,11546,21.17,61.68,38.32,0,0.0,0,1,65.43
S056,Highway,1,4,17911,28.09,84.6,15.4,0,0.0,0,3,88.66
S056,Highway,2,4,17911,13.42,81.09,18.91,0,0.0,0,4,84.6
S056,Highway,3,4,17911,20.96,77.33,22.67,0,0.0,0,5,81.09
S056,Highway,4,4,17911,38.73,73.18,26.82,0,0.0,0,6,77.33
S056,Highway,5,4,17911,63.85,68.21,31.79,0,0.0,0,7,73.18
S056,Highway,6,4,17911,125.86,62.69,37.31,0,0.0,0,8,68.21
S056,Highway,7,4,17911,172.27,56.62,43.38,0,0.0,0,9,62.69
S056,Highway,8,4,17911,109.24,51.56,48.44,0,0.0,0,10,56.62
S056,Highway,9,4,17911,103.1,45.93,54.07,0,0.0,1,11,51.56
S056,Highway,10,4,17911,45.25,40.76,59.24,0,0.0,1,12,45.93
S056,Highway,11,4,17911,29.38,35.8,64.2,0,0.0,1,13,40.76
S056,Highway,12,4,17911,34.56,30.9,69.1,0,0.0,1,14,35.8
S056,Highway,13,4,17911,18.6,54.7,45.3,1,0.68,1,0,30.9
S056,Highway,14,4,17911,20.95,49.8,50.2,0,0.0,1,1,54.7
S056,Highway,15,4,17911,30.04,45.4,54.6,0,0.0,1,2,49.8
S056,Highway,16,4,17911,28.41,40.58,59.42,0,0.0,1,3,45.4
S056,Highway,17,4,17911,56.52,35.04,64.96,0,0.0,1,4,40.58
S056,Highway,18,4,17911,136.88,29.21,70.79,0,0.0,1,5,35.04
S056,Highway,19,4,17911,134.95,23.28,76.72,0,0.0,1,6,29.21
S056,Highway,20,4,17911,185.41,16.82,83.18,0,0.0,1,7,23.28
S056,Highway,21,4,17911,117.28,10.57,89.43,0,0.0,1,8,16.82
S056,Highway,22,4,17911,57.85,4.69,95.31,0,0.0,1,9,10.57
S056,Highway,23,4,17911,38.17,30.52,69.48,1,0.74,1,0,4.69
S056,Highway,24,4,17911,26.49,25.73,74.27,0,0.0,1,1,30.52
S056,Highway,25,4,17911,26.84,20.91,79.09,0,0.0,1,2,25.73
S056,Highway,26,4,17911,20.74,15.56,84.44,0,0.0,2,3,20.91
S056,Highway,27,4,17911,28.26,10.51,89.49,0,0.0,2,4,15.56
S056,Highway,28,4,17911,29.03,4.91,95.09,0,0.0,2,5,10.51
S056,Highway,29,4,17911,65.0,0.0,100.0,0,0.0,2,6,4.91
S056,Highway,30,4,17911,151.23,0.0,100.0,0,0.0,2,7,0.0
S056,Highway,31,4,17911,211.46,0.0,100.0,0,0.0,2,8,0.0
S056,Highway,32,4,17911,130.11,19.94,80.06,1,0.57,2,0,0.0
S056,Highway,33,4,17911,77.49,14.46,85.54,0,0.0,2,1,19.94
S056,Highway,34,4,17911,71.91,45.11,54.89,1,0.88,2,0,14.46
S056,Highway,35,4,17911,36.22,40.64,59.36,0,0.0,2,1,45.11
S056,Highway,36,4,17911,28.23,35.54,64.46,0,0.0,2,2,40.64
S057,Industrial,1,8,12759,29.41,83.87,16.13,0,0.0,0,12,87.47
S057,Industrial,2,8,12759,23.61,80.45,19.55,0,0.0,0,13,83.87
S057,Industrial,3,8,12759,20.42,76.55,23.45,0,0.0,0,14,80.45
S057,Industrial,4,8,12759,42.12,72.67,27.33,0,0.0,0,15,76.55
S057,Industrial,5,8,12759,64.65,68.18,31.82,0,0.0,0,16,72.67
S057,Industrial,6,8,12759,122.42,63.58,36.42,0,0.0,0,17,68.18
S057,Industrial,7,8,12759,182.15,57.9,42.1,0,0.0,0,18,63.58
S057,Industrial,8,8,12759,173.3,52.28,47.72,0,0.0,0,19,57.9
S057,Industrial,9,8,12759,111.64,47.06,52.94,0,0.0,0,20,52.28
S057,Industrial,10,8,12759,56.79,42.71,57.29,0,0.0,0,21,47.06
S057,Industrial,11,8,12759,27.71,38.2,61.8,0,0.0,0,22,42.71
S057,Industrial,12,8,12759,22.02,68.16,31.84,1,0.86,0,0,38.2
S057,Industrial,13,8,12759,24.84,64.65,35.35,0,0.0,0,1,68.16
S057,Industrial,14,8,12759,21.37,60.53,39.47,0,0.0,0,2,64.65
S057,Industrial,15,8,12759,22.19,56.28,43.72,0,0.0,0,3,60.53
S057,Industrial,16,8,12759,40.33,51.79,48.21,0,0.0,0,4,56.28
S057,Industrial,17,8,12759,64.95,47.22,52.78,0,0.0,0,5,51.79
S057,Industrial,18,8,12759,140.55,41.85,58.15,0,0.0,0,6,47.22
S057,Industrial,19,8,12759,155.24,67.01,32.99,1,0.72,0,0,41.85
S057,Industrial,20,8,12759,167.84,61.58,38.42,0,0.0,0,1,67.01
S057,Industrial,21,8,12759,127.09,56.43,43.57,0,0.0,0,2,61.58
S057,Industrial,22,8,12759,72.99,52.11,47.89,0,0.0,0,3,56.43
S057,Industrial,23,8,12759,38.91,47.68,52.32,0,0.0,0,4,52.11
S057,Industrial,24,8,12759,32.2,43.11,56.89,0,0.0,1,5,47.68
S057,Industrial,25,8,12759,35.43,39.02,60.98,0,0.0,1,6,43.11
S057,Industrial,26,8,12759,14.93,35.07,64.93,0,0.0,1,7,39.02
S057,Industrial,27,8,12759,23.19,65.33,34.67,1,0.86,1,0,35.07
S057,Industrial,28,8,12759,37.19,61.43,38.57,0,0.0,1,1,65.33
S057,Industrial,29,8,12759,54.56,57.22,42.78,0,0.0,1,2,61.43
S057,Industrial,30,8,12759,102.32,52.61,47.39,0,0.0,1,3,57.22
S057,Industrial,31,8,12759,210.29,46.53,53.47,0,0.0,1,4,52.61
S057,Industrial,32,8,12759,215.68,40.27,59.73,0,0.0,1,5,46.53
S057,Industrial,33,8,12759,129.48,70.16,29.84,1,0.85,1,0,40.27
S057,Industrial,34,8,12759,87.21,65.83,34.17,0,0.0,1,1,70.16
S057,Industrial,35,8,12759,45.35,61.75,38.25,0,0.0,1,2,65.83
S057,Industrial,36,8,12759,24.9,57.95,42.05,0,0.0,1,3,61.75
S058,Highway,1,11,23155,29.18,90.51,9.49,0,0.0,0,3,95.74
S058,Highway,2,11,23155,21.19,85.16,14.84,0,0.0,0,4,90.51
S058,Highway,3,11,23155,26.73,79.65,20.35,0,0.0,0,5,85.16
S058,Highway,4,11,23155,41.75,74.06,25.94,0,0.0,0,6,79.65
S058,Highway,5,11,23155,48.38,68.65,31.35,0,0.0,0,7,74.06
S058,Highway,6,11,23155,144.59,61.93,38.07,0,0.0,0,8,68.65
S058,Highway,7,11,23155,165.98,54.42,45.58,0,0.0,0,9,61.93
S058,Highway,8,11,23155,211.94,46.56,53.44,0,0.0,0,10,54.42
S058,Highway,9,11,23155,118.3,39.53,60.47,0,0.0,0,11,46.56
S058,Highway,10,11,23155,82.51,32.92,67.08,0,0.0,0,12,39.53
S058,Highway,11,11,23155,29.61,26.22,73.78,0,0.0,0,13,32.92
S058,Highway,12,11,23155,31.15,19.45,80.55,0,0.0,0,14,26.22
S058,Highway,13,11,23155,23.58,46.82,53.18,1,0.78,0,0,19.45
S058,Highway,14,11,23155,27.95,40.79,59.21,0,0.0,0,1,46.82
S058,Highway,15,11,23155,22.4,34.67,65.33,0,0.0,0,2,40.79
S058,Highway,16,11,23155,33.21,63.72,36.28,1,0.83,0,0,34.67
S058,Highway,17,11,23155,50.1,57.9,42.1,0,0.0,0,1,63.72
S058,Highway,18,11,23155,117.02,51.18,48.82,0,0.0,0,2,57.9
S058,Highway,19,11,23155,192.37,43.91,56.09,0,0.0,0,3,51.18
S058,Highway,20,11,23155,136.49,36.83,63.17,0,0.0,0,4,43.91
S058,Highway,21,11,23155,90.97,30.26,69.74,0,0.0,0,5,36.83
S058,Highway,22,11,23155,48.55,58.46,41.54,1,0.81,0,0,30.26
S058,Highway,23,11,23155,25.58,52.69,47.31,0,0.0,0,1,58.46
S058,Highway,24,11,23155,18.22,46.69,53.31,0,0.0,0,2,52.69
S058,Highway,25,11,23155,22.37,40.84,59.16,0,0.0,0,3,46.69
S058,Highway,26,11,23155,20.89,59.32,40.68,1,0.53,0,0,40.84
S058,Highway,27,11,23155,27.0,53.74,46.26,0,0.0,0,1,59.32
S058,Highway,28,11,23155,35.69,47.57,52.43,0,0.0,0,2,53.74
S058,Highway,29,11,23155,66.97,40.79,59.21,0,0.0,0,3,47.57
S058,Highway,30,11,23155,152.53,33.08,66.92,0,0.0,0,4,40.79
S058,Highway,31,11,23155,172.45,54.92,45.08,1,0.62,0,0,33.08
S058,Highway,32,11,23155,136.85,48.09,51.91,0,0.0,0,1,54.92
S058,Highway,33,11,23155,145.72,40.83,59.17,0,0.0,0,2,48.09
S058,Highway,34,11,23155,76.61,34.1,65.9,0,0.0,0,3,40.83
S058,Highway,35,11,23155,40.81,27.74,72.26,0,0.0,0,4,34.1
S058,Highway,36,11,23155,22.18,58.03,41.97,1,0.87,1,0,27.74
S059,Residential,1,15,4369,23.98,96.44,3.56,0,0.0,0,4,99.06
S059,Residential,2,15,4369,24.02,93.97,6.03,0,0.0,0,5,96.44
S059,Residential,3,15,4369,21.15,91.57,8.43,0,0.0,0,6,93.97
S059,Residential,4,15,4369,32.69,89.03,10.97,0,0.0,0,7,91.57
S059,Residential,5,15,4369,53.17,86.17,13.83,0,0.0,0,8,89.03
S059,Residential,6,15,4369,99.31,82.32,17.68,0,0.0,0,9,86.17
S059,Residential,7,15,4369,159.58,78.45,21.55,0,0.0,0,10,82.32
S059,Residential,8,15,4369,164.14,73.86,26.14,0,0.0,0,11,78.45
S059,Residential,9,15,4369,118.34,70.02,29.98,0,0.0,0,12,73.86
S059,Residential,10,15,4369,79.52,66.36,33.64,0,0.0,0,13,70.02
S059,Residential,11,15,4369,46.93,62.72,37.28,0,0.0,0,14,66.36
S059,Residential,12,15,4369,22.98,59.18,40.82,0,0.0,0,15,62.72
S059,Residential,13,15,4369,25.98,55.98,44.02,0,0.0,0,16,59.18
S059,Residential,14,15,4369,19.51,52.68,47.32,0,0.0,0,17,55.98
S059,Residential,15,15,4369,27.18,49.27,50.73,0,0.0,0,18,52.68
S059,Residential,16,15,4369,21.71,46.17,53.83,0,0.0,0,19,49.27
S059,Residential,17,15,4369,53.16,42.47,57.53,0,0.0,0,20,46.17
S059,Residential,18,15,4369,156.84,37.53,62.47,0,0.0,0,21,42.47
S059,Residential,19,15,4369,161.78,32.23,67.77,0,0.0,0,22,37.53
S059,Residential,20,15,4369,150.33,27.13,72.87,0,0.0,0,23,32.23
S059,Residential,21,15,4369,100.92,22.21,77.79,0,0.0,0,24,27.13
S059,Residential,22,15,4369,63.57,17.74,82.26,0,0.0,0,25,22.21
S059,Residential,23,15,4369,28.21,13.72,86.28,0,0.0,0,26,17.74
S059,Residential,24,15,4369,22.34,9.64,90.36,0,0.0,1,27,13.72
S059,Residential,25,15,4369,26.63,5.12,94.88,0,0.0,1,28,9.64
S059,Residential,26,15,4369,26.04,1.01,98.99,0,0.0,1,29,5.12
S059,Residential,27,15,4369,30.71,21.48,78.52,1,0.58,1,0,1.01
S059,Residential,28,15,4369,32.06,42.39,57.61,1,0.6,1,0,21.48
S059,Residential,29,15,4369,65.47,70.38,29.62,1,0.8,1,0,42.39
S059,Residential,30,15,4369,123.83,66.24,33.76,0,0.0,1,1,70.38
S059,Residential,31,15,4369,213.51,60.78,39.22,0,0.0,1,2,66.24
S059,Residential,32,15,4369,173.77,56.08,43.92,0,0.0,1,3,60.78
S059,Residential,33,15,4369,118.62,51.55,48.45,0,0.0,1,4,56.08
S059,Residential,34,15,4369,64.05,47.39,52.61,0,0.0,1,5,51.55
S059,Residential,35,15,4369,38.01,43.56,56.44,0,0.0,1,6,47.39
S059,Residential,36,15,4369,18.62,40.06,59.94,0,0.0,1,7,43.56
S060,Highway,1,10,24208,25.73,78.74,21.26,0,0.0,0,2,84.07
S060,Highway,2,10,24208,16.93,73.01,26.99,0,0.0,0,3,78.74
S060,Highway,3,10,24208,25.7,67.28,32.72,0,0.0,0,4,73.01
S060,Highway,4,10,24208,43.34,61.34,38.66,0,0.0,0,5,67.28
S060,Highway,5,10,24208,60.74,55.43,44.57,0,0.0,0,6,61.34
S060,Highway,6,10,24208,99.46,48.63,51.37,0,0.0,0,7,55.43
S060,Highway,7,10,24208,176.99,41.31,58.69,0,0.0,0,8,48.63
S060,Highway,8,10,24208,140.68,68.5,31.5,1,0.78,0,0,41.31
S060,Highway,9,10,24208,101.47,62.26,37.74,0,0.0,0,1,68.5
S060,Highway,10,10,24208,59.66,56.16,43.84,0,0.0,0,2,62.26
S060,Highway,11,10,24208,36.5,49.77,50.23,0,0.0,0,3,56.16
S060,Highway,12,10,24208,12.51,44.05,55.95,0,0.0,0,4,49.77
S060,Highway,13,10,24208,24.01,37.85,62.15,0,0.0,0,5,44.05
S060,Highway,14,10,24208,20.95,31.95,68.05,0,0.0,0,6,37.85
S060,Highway,15,10,24208,25.63,25.85,74.15,0,0.0,0,7,31.95
S060,Highway,16,10,24208,31.14,19.17,80.83,0,0.0,0,8,25.85
S060,Highway,17,10,24208,59.51,36.81,63.19,1,0.5,1,0,19.17
S060,Highway,18,10,24208,121.24,29.33,70.67,0,0.0,1,1,36.81
S060,Highway,19,10,24208,236.8,20.45,79.55,0,0.0,1,2,29.33
S060,Highway,20,10,24208,174.31,12.01,87.99,0,0.0,1,3,20.45
S060,Highway,21,10,24208,101.95,4.53,95.47,0,0.0,1,4,12.01
S060,Highway,22,10,24208,73.0,34.0,66.0,1,0.84,1,0,4.53
S060,Highway,23,10,24208,26.4,27.28,72.72,0,0.0,1,1,34.0
S060,Highway,24,10,24208,25.6,21.07,78.93,0,0.0,1,2,27.28
S060,Highway,25,10,24208,26.6,14.16,85.84,0,0.0,1,3,21.07
